8590.95,417.82
8611.78,415.72
8632.52,413.63
8653.15,411.53
8673.67,409.44
8694.09,407.34
8714.41,405.24
8734.61,403.13
8754.72,401.02
8774.72,398.91
8794.61,396.8
8814.4,394.7
8834.08,392.61
8853.66,390.53
8873.13,388.46
8892.5,386.4
8911.77,384.36
8930.94,382.32
8950,380.3
8968.97,378.29
8987.83,376.28
9006.6,374.28
9025.26,372.28
9043.83,370.28
9062.29,368.29
9080.65,366.3
9098.92,364.31
9117.09,362.32
9135.15,360.32
9153.12,358.33
9170.98,356.33
9188.75,354.33
9206.42,352.34
9223.98,350.34
9241.45,348.36
9258.82,346.38
9276.09,344.41
9293.26,342.45
9310.33,340.49
9327.31,338.54
9344.19,336.6
9360.97,334.67
9377.66,332.74
9394.24,330.82
9410.74,328.9
9427.13,326.98
9443.43,325.07
9459.64,323.16
9475.75,321.26
9491.77,319.37
9507.69,317.48
9523.52,315.59
9539.25,313.71
9554.89,311.82
9570.43,309.94
9585.88,308.05
9601.24,306.17
9616.5,304.28
9631.66,302.39
9646.74,300.51
9661.71,298.62
9676.6,296.74
9691.39,294.86
9706.08,292.99
9720.69,291.12
9735.2,289.25
9749.61,287.39
9763.93,285.53
9778.16,283.68
9792.3,281.84
9806.35,280
9820.3,278.17
9834.17,276.35
9847.94,274.53
9861.62,272.71
9875.21,270.9
9888.71,269.09
9902.12,267.29
9915.44,265.5
9928.67,263.7
9941.81,261.91
9954.86,260.11
9967.82,258.31
9980.69,256.51
9993.47,254.71
10006.16,252.9
10018.76,251.1
10031.27,249.29
10043.69,247.49
10056.02,245.69
10068.26,243.88
10080.41,242.08
10092.47,240.28
10104.44,238.49
10116.32,236.69
10128.11,234.9
10139.81,233.12
10151.42,231.34
10162.94,229.56
10174.37,227.79
10185.72,226.02
10196.98,224.27
10208.15,222.52
10219.23,220.77
10230.22,219.03
10241.13,217.3
10251.95,215.57
10262.69,213.84
10273.34,212.12
10283.9,210.4
10294.38,208.68
10304.77,206.96
10315.07,205.24
10325.29,203.51
10335.42,201.79
10345.47,200.07
10355.43,198.34
10365.3,196.62
10375.09,194.9
10384.8,193.18
10394.41,191.46
10403.94,189.75
10413.39,188.04
10422.75,186.32
10432.02,184.61
10441.21,182.89
10450.31,181.18
10459.32,179.47
10468.25,177.75
10477.1,176.04
10485.86,174.33
10494.53,172.62
10503.12,170.92
10511.62,169.21
10520.04,167.51
10528.38,165.81
10536.62,164.1
10544.79,162.41
10552.86,160.71
10560.86,159.01
10568.76,157.31
10576.59,155.61
10584.33,153.91
10591.98,152.22
10599.55,150.53
10607.03,148.85
10614.43,147.17
10621.75,145.49
10628.98,143.81
10636.13,142.13
10643.2,140.46
10650.18,138.79
10657.07,137.12
10663.89,135.45
10670.62,133.79
10677.27,132.14
10683.83,130.49
10690.32,128.84
10696.72,127.19
10703.04,125.55
10709.27,123.91
10715.43,122.26
10721.5,120.62
10727.49,118.98
10733.4,117.35
10739.22,115.71
10744.97,114.07
10750.63,112.44
10756.21,110.8
10761.71,109.17
10767.13,107.53
10772.46,105.89
10777.72,104.26
10782.89,102.63
10787.98,101
10792.99,99.37
10797.92,97.74
10802.76,96.11
10807.53,94.48
10812.21,92.85
10816.81,91.22
10821.33,89.58
10825.77,87.95
10830.13,86.32
10834.4,84.68
10838.6,83.04
10842.71,81.4
10846.74,79.76
10850.68,78.13
10854.55,76.49
10858.33,74.85
10862.03,73.22
10865.65,71.58
10869.19,69.95
10872.65,68.31
10876.02,66.68
10879.32,65.04
10882.53,63.41
10885.66,61.78
10888.71,60.15
10891.67,58.53
10894.56,56.9
10897.36,55.28
10900.09,53.66
10902.73,52.04
10905.29,50.43
10907.77,48.81
10910.17,47.2
10912.49,45.59
10914.73,43.99
10916.89,42.38
10918.97,40.77
10920.97,39.17
10922.89,37.56
10924.72,35.96
10926.48,34.36
10928.16,32.76
10929.76,31.16
10931.28,29.56
10932.71,27.97
10934.07,26.38
10935.35,24.79
10936.55,23.19
10937.67,21.6
10938.71,20.02
10939.67,18.43
10940.55,16.84
10941.36,15.25
10942.08,13.67
10942.72,12.08
10943.29,10.49
10943.77,8.91
10944.18,7.32
10944.5,5.74
10944.75,4.15
10944.92,2.56
10945.01,0.98
10945.02,-0.61
10944.95,-2.2
10944.94,-2.29
10944.69,-4.55
10944.22,-7.04
10943.43,-9.82
10942.4,-12.45
10940.56,-16.05
10938.38,-19.35
10935.13,-23.31
10930.38,-27.95
10924.93,-32.29
10914.64,-38.93
10901.25,-45.73
10882.64,-53.23
10856.43,-61.52
10824.15,-69.42
10791.48,-75.77
10752.16,-81.52
10710.22,-86.25
10666.16,-89.99
10620.46,-92.82
10573.51,-94.98
10525.62,-96.57
10477.05,-97.72
10427.96,-98.63
10378.48,-99.3
10328.71,-99.77
10278.74,-100.12
10228.63,-100.33
10178.43,-100.45
10128.18,-100.54
10077.91,-100.57
10027.62,-100.58
9977.33,-100.57
9927.05,-100.55
9876.79,-100.51
9826.54,-100.46
9776.33,-100.39
9726.15,-100.33
9676,-100.26
9625.89,-100.2
9575.8,-100.13
9525.75,-100.07
9475.74,-100
9425.76,-99.93
9375.81,-99.85
9325.9,-99.78
9276.03,-99.71
9226.19,-99.64
9176.39,-99.57
9126.62,-99.5
9076.89,-99.43
9027.19,-99.36
8977.53,-99.29
8927.9,-99.23
8878.3,-99.16
8828.74,-99.09
8779.21,-99.02
8729.72,-98.95
8680.26,-98.89
8630.83,-98.82
8581.44,-98.75
8532.08,-98.68
8482.76,-98.62
8433.47,-98.55
8384.21,-98.47
8334.99,-98.41
8285.81,-98.34
8236.65,-98.27
8187.54,-98.2
8138.45,-98.13
8089.4,-98.06
8040.39,-98
7991.41,-97.93
7942.46,-97.86
7893.55,-97.79
7844.67,-97.72
7795.83,-97.66
7747.01,-97.59
7698.24,-97.52
7649.49,-97.45
7600.78,-97.39
7552.11,-97.32
7503.47,-97.25
7454.86,-97.19
7406.28,-97.12
7357.73,-97.06
7309.22,-96.99
7260.74,-96.92
7212.3,-96.86
7163.88,-96.8
7115.5,-96.73
7067.15,-96.67
7018.83,-96.61
6970.54,-96.55
6922.28,-96.48
6874.05,-96.42
6825.86,-96.36
6777.7,-96.29
6729.56,-96.23
6681.47,-96.17
6633.4,-96.1
6585.36,-96.04
6537.36,-95.97
6489.4,-95.9
6441.46,-95.84
6393.56,-95.77
6345.69,-95.71
6297.85,-95.64
6250.05,-95.57
6202.27,-95.51
6154.53,-95.45
6106.82,-95.39
6059.15,-95.33
6011.5,-95.26
5963.88,-95.2
5916.3,-95.14
5868.74,-95.08
5821.22,-95.02
5773.72,-94.95
5726.26,-94.89
5678.84,-94.83
5631.44,-94.77
5584.07,-94.71
5536.73,-94.65
5489.42,-94.59
5442.14,-94.53
5394.89,-94.47
5347.67,-94.41
5300.48,-94.35
5253.32,-94.29
5206.19,-94.23
5159.09,-94.17
5112.02,-94.11
5064.98,-94.05
5017.97,-93.99
4970.99,-93.93
4924.04,-93.87
4877.12,-93.81
4830.23,-93.75
4783.37,-93.68
4736.55,-93.62
4689.75,-93.56
4642.99,-93.5
4596.25,-93.44
4549.54,-93.38
4502.87,-93.32
4456.22,-93.26
4409.6,-93.21
4363.01,-93.15
4316.45,-93.09
4269.92,-93.03
4223.42,-92.97
4176.95,-92.91
4130.51,-92.85
4084.1,-92.8
4037.71,-92.74
3991.36,-92.68
3945.03,-92.63
3898.73,-92.57
3852.46,-92.51
3806.22,-92.45
3760.01,-92.4
3713.83,-92.34
3667.67,-92.29
3621.54,-92.23
3575.44,-92.17
3529.37,-92.12
3483.32,-92.06
3437.3,-92
3391.32,-91.95
3345.36,-91.89
3299.43,-91.83
3253.53,-91.77
3207.66,-91.71
3161.82,-91.66
3116,-91.6
3070.22,-91.54
3024.46,-91.49
2978.73,-91.43
2933.03,-91.37
2887.36,-91.31
2841.71,-91.26
2796.1,-91.2
2750.51,-91.15
2704.95,-91.09
2659.42,-91.04
2613.91,-90.98
2568.43,-90.93
2522.98,-90.87
2477.56,-90.82
2432.16,-90.76
2386.8,-90.71
2341.45,-90.66
2296.14,-90.6
2250.85,-90.54
2205.6,-90.49
2160.37,-90.44
2115.16,-90.38
2069.98,-90.33
2024.83,-90.28
1979.7,-90.23
1934.6,-90.18
1889.52,-90.12
1844.48,-90.07
1799.45,-90.02
1754.46,-89.96
1709.49,-89.91
1664.55,-89.85
1619.64,-89.8
1574.75,-89.74
1529.89,-89.69
1485.06,-89.63
1440.26,-89.58
1395.48,-89.53
1350.73,-89.47
1306.01,-89.42
1261.31,-89.37
1216.64,-89.32
1172,-89.26
1127.38,-89.21
1082.79,-89.16
1038.22,-89.1
993.69,-89.05
949.17,-89
948.89,-87.36
948.81,-86.86
948.72,-86.37
948.63,-85.89
948.55,-85.41
948.46,-84.94
948.38,-84.47
948.29,-84.01
948.21,-83.55
948.13,-83.1
948.04,-82.66
947.96,-82.22
947.88,-81.78
947.8,-81.35
947.72,-80.93
947.64,-80.5
947.56,-80.09
947.48,-79.68
947.4,-79.27
947.32,-78.87
947.24,-78.47
947.16,-78.08
947.08,-77.69
947,-77.3
946.93,-76.92
946.85,-76.54
946.77,-76.17
946.7,-75.8
946.62,-75.43
946.55,-75.07
946.47,-74.72
946.4,-74.36
946.32,-74.01
946.25,-73.66
946.18,-73.32
946.1,-72.98
946.03,-72.65
945.96,-72.31
945.89,-71.98
945.81,-71.66
945.74,-71.33
945.67,-71
945.59,-70.67
945.52,-70.34
945.44,-70.01
945.37,-69.67
945.29,-69.34
945.21,-69
945.14,-68.66
945.06,-68.32
944.98,-67.98
944.9,-67.63
944.81,-67.29
944.73,-66.94
944.65,-66.59
944.56,-66.24
944.48,-65.89
944.39,-65.53
944.3,-65.18
944.21,-64.82
944.12,-64.46
944.03,-64.09
943.94,-63.73
943.84,-63.36
943.75,-62.99
943.65,-62.62
943.56,-62.25
943.46,-61.88
943.36,-61.5
943.26,-61.12
943.15,-60.74
943.05,-60.36
942.94,-59.97
942.84,-59.58
942.73,-59.19
942.62,-58.8
942.51,-58.4
942.39,-58
942.28,-57.6
942.16,-57.2
942.04,-56.79
941.92,-56.38
941.79,-55.97
941.67,-55.55
941.54,-55.13
941.41,-54.71
941.28,-54.29
941.15,-53.87
941.01,-53.44
940.87,-53.01
940.73,-52.57
940.58,-52.13
940.44,-51.69
940.29,-51.24
940.13,-50.79
939.98,-50.34
939.82,-49.88
939.65,-49.42
939.49,-48.96
939.32,-48.49
939.14,-48.02
938.96,-47.54
938.78,-47.06
938.59,-46.57
938.4,-46.07
938.2,-45.58
937.99,-45.07
937.78,-44.56
937.57,-44.05
937.34,-43.53
937.11,-43.01
936.88,-42.47
936.63,-41.94
936.38,-41.39
936.12,-40.85
935.85,-40.29
935.57,-39.73
935.27,-39.16
934.97,-38.58
934.66,-37.99
934.33,-37.4
933.98,-36.81
933.62,-36.2
933.25,-35.59
932.85,-34.96
932.43,-34.33
931.99,-33.69
931.52,-33.03
931.02,-32.37
930.48,-31.69
929.91,-31.01
929.29,-30.31
928.62,-29.6
927.88,-28.89
927.07,-28.16
926.18,-27.43
925.18,-26.69
924.03,-25.94
922.7,-25.19
921.13,-24.45
919.3,-23.74
916.96,-23.05
913.7,-22.38
909.81,-21.93
900.84,-21.43
890.09,-21.59
879.31,-21.51
868.55,-21.54
857.79,-21.52
847.45,-21.49
836.7,-21.54
825.94,-21.49
817.85,-21.47
807.1,-21.52
796.34,-21.5
785.6,-21.46
774.85,-21.53
764.11,-21.45
753.82,-21.51
743.07,-21.49
735.51,-21.36
731.05,-21.44
720.51,-21.51
709.78,-21.44
700.52,-21.48
694.71,-21.43
683.99,-21.47
677.5,-21.43
671.59,-21.47
660.85,-21.47
650.13,-21.43
639.4,-21.48
628.67,-21.45
617.95,-21.44
609.53,-21.44
601.14,-21.45
590.42,-21.45
579.69,-21.45
568.97,-21.45
558.24,-21.45
547.52,-21.44
536.81,-21.4
526.1,-21.45
515.38,-21.42
504.67,-21.43
493.95,-21.42
483.24,-21.42
472.53,-21.42
461.82,-21.41
451.12,-21.4
440.42,-21.42
429.72,-21.38
419.02,-21.42
408.31,-21.39
397.62,-21.4
386.92,-21.38
376.23,-21.4
371.1,-21.27
366.82,-21.33
361.55,-21.37
350.86,-21.4
340.17,-21.33
329.5,-21.38
318.81,-21.38
312.67,-21.26
309.14,-21.32
298.46,-21.41
287.77,-21.34
277.09,-21.39
266.4,-21.37
255.72,-21.36
245.28,-21.36
234.6,-21.38
223.91,-21.37
213.22,-21.38
202.54,-21.34
191.86,-21.39
181.17,-21.36
170.5,-21.32
162.93,-21.35
152.27,-21.29
144.56,-21.37
133.87,-21.37
123.19,-21.36
112.51,-21.37
101.83,-21.36
91.14,-21.37
80.47,-21.34
69.79,-21.38
59.11,-21.34
49.9,-21.35
39.22,-21.36
28.54,-21.37
17.86,-21.35
8.21,-21.33
0,-21.34
