LAT,LON,x (m),y (m),Altitude AGL
-78.0544,38.39215,1073.3333333329635,-140.2884005723649,165.38448000000002
-78.05434,38.39218,1080.0000000001671,-139.59914860044105,155.2956
-78.05428,38.39221,1086.666666665792,-138.90988979839523,144.71904
-78.05423,38.39224,1092.222222221532,-138.22051014069217,134.50824
-78.05417,38.39228,1098.8888888887357,-137.30125289897308,125.1204
-78.0541,38.39232,1106.6666666658243,-136.38209905762147,116.8908
-78.05405,38.39233,1112.2222222215644,-136.15267396931247,113.72088
-78.05405,38.39233,1112.2222222215644,-136.15267396931247,114.02568
-78.05405,38.39233,1112.2222222215644,-136.15267396931247,113.9952
-78.05405,38.39233,1112.2222222215644,-136.15267396931247,113.9952
-78.05405,38.39233,1112.2222222215644,-136.15267396931247,114.02568
-78.05405,38.39233,1112.2222222215644,-136.15267396931247,113.87328
